Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1359.356390878526,0.6832452811228572,19.29123072881224,171.393487026856
1467.799267622069,0.7540061122707088,19.23085161438423,170.6819044691641
1584.893192461114,0.3063074174668642,19.66117846704285,170.5122669352973
1711.328304161779,0.5228018012432782,19.43122246370651,169.5615319710154
1847.849797422291,0.6806030944269119,19.19828205442371,168.8357743376101
1995.262314968881,0.2331075921844583,19.77158501885379,168.8630180019572
2154.434690031882,0.7714910528894637,19.22410898056718,166.7507173439193
2326.305067153627,0.8154048287531225,18.9952644492137,167.9308538000106
2511.886431509583,0.8891645922267128,19.05733267814627,161.8188429530719
2712.272579332027,1.03993851470868,18.8009046987699,165.9997094931157
2928.644564625238,1.13323364867494,18.7093427940565,165.2974222501181
3162.277660168378,1.136495714208239,18.67777781112476,165.7799095884582
3414.548873833601,1.299817286657125,18.51167229617158,164.4385910733615
3686.945064519577,1.377788453014556,18.42523542394742,164.2540759989922
3981.071705534972,1.467649985479743,18.29097346817643,163.3212253653753
4298.662347082277,1.443245795734688,18.28516131208976,162.9624674582873
4641.588833612778,1.522552445374039,18.15755701033922,162.7848687303624
5011.872336272722,1.680843315844097,18.00587242885557,162.1108790572075
5411.695265464638,1.633098120088633,17.96045765273408,161.6329369031987
5843.414133735176,1.855377243018184,17.77715868676529,160.9478617763789
6309.573444801934,1.789032315799604,17.69194749464637,160.2538859311208
6812.920690579616,1.69551730776081,17.69030263782911,158.9728541289609
7356.422544596415,1.740396917405532,17.55794163273677,159.087278200108
7943.282347242819,1.79119466281101,17.44170526805139,158.0826135090062
8576.958985908939,1.818934721284768,17.34622175543107,157.3170150346619
9261.187281287939,1.802927120305801,17.25094784677669,156.0904886378796
10000.00000000001,1.752627055059711,17.21252142081272,154.9735734969058
10797.7516232771,1.714792896345681,17.08302647816367,154.1061671360768
11659.14401179832,1.677501103858622,16.8917515362037,152.7750986089912
12589.25411794167,1.643218018726619,16.80433816413966,151.6134142594863
13593.56390878526,1.623211931685722,16.59582946971713,149.717034308283
14677.99267622071,1.569553594761124,16.4550763758668,148.3313403832663
15848.93192461113,1.491595482953705,16.32678132237096,146.4703875142597
17113.28304161781,1.393297231273931,16.12964931054086,144.9692560709447
18478.49797422292,1.389112248020618,15.87877746025423,143.3825288388226
19952.6231496888,1.142301295249824,15.74258082849937,141.0597134410729
21544.34690031885,1.138952691248457,15.4889116382845,138.4270231485428
23263.05067153625,1.11396554415971,15.15200713639596,137.3897071921535
25118.86431509581,1.030563249948906,14.81048583814864,134.9432358515884
27122.7257933203,0.9148717597504084,14.50049509469571,133.3667375970066
29286.44564625236,0.9094979817613442,14.10466590482023,131.1445326513739
31622.7766016838,0.7809343307647312,13.7543036452724,129.1167986084629
34145.488738336,0.6137507081209529,13.54180192787346,126.3660572787485
36869.45064519576,0.6357417498763157,12.99710358784875,123.2120743854004
39810.71705534975,0.5186095449265073,12.50724372877361,123.203337322433
42986.62347082276,0.5470650007330392,12.16801100924928,120.5978537854537
46415.88833612781,0.4687618221367202,11.58471079370244,117.9938412324499
50118.72336272721,0.2166247887494795,11.29825416137025,117.4326079000603
54116.95265464637,0.2665161742488139,10.58841953149386,114.13202606351
58434.14133735179,0.2151767313683056,10.07603986813194,113.2307362327019
63095.73444801931,0.2302697178551076,9.367147864907521,112.6515071648548
68129.20690579615,0.5710440032956161,8.491242908152,109.9450693162538
73564.22544596418,0.04902554664228374,8.481889468198583,109.0387164430815
79432.82347242815,-0.2534715989671434,8.095244549543455,107.7468668882106
85769.58985908945,0.4292175357155293,6.871914191390664,101.9182126705518
92611.87281287932,0.04869317377024749,6.791342502336358,103.0561130249941
100000,-0.4014687488988665,6.598558163294685,101.9316871845421
